2,2,2,←,1,189.7613
35,3,2,←,5,214.9973
97,7,5,↑,5,231.5618
88,6,8,↓,5,255.6713
33,3,2,←,5,269.6786
5,2,2,←,1,289.8604
25,2,3,→,5,309.196
73,3,1,←,5,324.6976
30,2,1,←,5,348.0938
89,6,8,↓,5,357.5798
12,6,6,↑,1,375.6436
99,7,5,↑,5,388.3728
37,3,4,→,5,401.8996
17,7,7,↓,1,419.2331
38,3,4,→,5,433.3367
68,2,4,→,5,444.4344
57,7,8,↓,5,453.8361
39,3,4,→,5,461.9272
74,3,1,←,5,467.7454
9,3,3,←,1,479.2129
85,6,8,↓,5,492.6765
26,2,1,←,5,505.3401
79,3,1,←,5,517.6559
60,7,8,↓,5,523.3141
4,2,2,←,1,530.3635
56,7,8,↓,5,535.5298
71,3,1,←,5,541.5623
47,6,5,↑,5,548.5536
36,3,4,→,5,555.7256
32,3,2,←,5,568.0028
81,6,8,↓,5,578.0303
64,2,4,→,5,585.8185
59,7,8,↓,5,591.3614
40,3,4,→,5,600.6124
8,3,3,→,1,606.9241
76,3,1,←,5,612.3141
91,7,5,↑,5,618.262
31,3,2,←,5,623.8745
80,3,1,←,5,630.6572
100,7,5,↑,5,636.4972
96,7,5,↑,5,648.1642
6,3,3,→,1,654.0321
58,7,8,↓,5,658.8773
50,6,5,↑,5,664.0262
15,6,6,↓,1,672.1967
62,2,4,→,5,676.6574
92,7,5,↑,5,682.7336
22,2,3,→,5,687.9778
41,6,7,↓,5,698.6148
52,7,6,↑,5,719.0466
98,7,5,↑,5,724.946
87,6,8,↓,5,733.3613
1,2,2,←,1,738.682
14,6,6,↑,1,745.7335
27,2,1,←,5,753.5566
18,7,7,↓,1,759.9677
48,6,5,↑,5,769.2405
54,7,6,↑,5,775.0908
93,7,5,↑,5,783.8195
46,6,5,↑,5,791.1325
45,6,7,↓,5,797.6216
53,7,6,↑,5,804.4338
86,6,8,↓,5,814.7173
10,3,3,→,1,820.7193
13,6,6,↑,1,837.1493
42,6,7,↓,5,842.2182
29,2,1,←,5,849.7415
11,6,6,↑,1,854.4999
70,2,4,→,5,859.3748
19,7,7,↓,1,865.0526
43,6,7,↓,5,875.4136
69,2,4,→,5,881.3156
66,2,4,→,5,889.3604
94,7,5,↑,5,894.4025
20,7,7,↓,1,901.9567
75,3,1,←,5,907.8926
23,2,3,→,5,917.8831
78,3,1,←,5,931.5554
65,2,4,→,5,938.5104
51,7,6,↑,5,946.9385
7,3,3,→,1,951.5746
21,2,3,→,5,955.5751
24,2,3,→,5,959.4421
90,6,8,↓,5,964.1155
16,7,7,↑,1,971.5966
55,7,6,↑,5,975.5586
63,2,4,→,5,980.2931
3,2,2,←,1,984.8333
83,6,8,↓,5,1003.703
77,3,1,←,5,1011.895
84,6,8,↓,5,1019.484
49,6,5,↑,5,1030.757
82,6,8,↓,5,1035.798
67,2,4,→,5,1042.431
72,3,1,←,5,1049.177
95,7,5,↑,5,1054.967
44,6,7,↓,5,1065.36
28,2,1,←,5,1076.104
61,2,4,→,5,1082.357
34,3,2,←,5,1091.461
